4216.159212,4354.566694,4014.30049,3835.082584,3796.308975,3795.771066,3925.444459,4005.135921,4126.909073,4192.216942,4127.83476,4057.243628,3919.317314,3830.820934,3843.631829,3973.258407,4186.213721,4255.87836,4247.636489,4247.215644,4312.800335,4118.182178,3931.650998,4059.801482
3973.844518,4119.968864,3873.637836,3799.509029,3855.591691,4149.279305,4619.324612,4913.748234,5195.726738,5399.888768,5632.307216,5798.406002,5928.565731,5956.803102,6098.852224,6369.102963,6637.920543,6598.791361,6421.999342,6136.258979,5837.323096,5292.344004,4815.354524,4721.586039
3752.578219,3839.221062,3599.544437,3386.245355,3352.579265,3444.053845,3595.841341,3706.553297,3842.42672,3864.091403,3830.821893,3739.558674,3644.54906,3559.77875,3560.816041,3668.393627,3816.972598,3908.13953,3915.881126,3978.487475,4112.468981,3983.826022,3846.994937,3935.810031
3671.978188,3822.41118,3604.69892,3400.872316,3405.055561,3454.097777,3605.300818,3650.968781,3804.665212,3900.469562,3904.437489,3779.241752,3690.268793,3630.576211,3651.535554,3762.173541,3942.475455,4086.242151,4150.554645,4211.302311,4403.448867,4259.40079,4121.147381,4222.469439
4037.135303,4254.391009,4032.200694,3901.053947,3974.292846,4192.556167,4639.310642,4827.428771,4953.725887,4899.080345,4846.000342,4744.614151,4713.308351,4716.164324,4794.513217,4988.792032,5117.408431,5014.135439,4839.061461,4678.730538,4711.799094,4435.534615,4200.981267,4310.539438
4055.220715,4207.753804,3955.034206,3833.352022,3900.591325,4094.410783,4528.836694,4785.857261,5038.203568,5128.656855,5170.964416,5161.40634,5154.259205,5154.961276,5213.365643,5314.741775,5288.068295,4991.690594,4727.09536,4544.069592,4552.644334,4304.39021,4081.893475,4205.6605
3937.33346,4071.268764,3828.459253,3723.315633,3774.881836,3991.938228,4431.396108,4618.455775,4765.39414,4823.169507,4849.353847,4844.92628,4795.950864,4752.781165,4770.966883,4849.808862,4850.373197,4667.624062,4452.222738,4374.601987,4457.528389,4230.259985,4020.369627,4202.598783
3941.429212,4078.606694,3789.88049,3687.432584,3752.958975,3990.391066,4513.274459,4793.065921,4977.679073,5039.676942,4982.72476,4939.743628,4873.207314,4841.650934,4901.431829,5027.278407,5113.113721,4998.64836,4806.346489,4627.385644,4608.290335,4403.722178,4193.230998,4260.191482
3973.844518,4119.968864,3873.637836,3799.509029,3855.591691,4149.279305,4619.324612,4913.738234,5195.746738,5399.928768,5632.357216,5798.456002,5928.615731,5956.753102,6098.912224,6369.042963,6637.980543,6598.841361,6421.949342,6136.198979,5837.373096,5292.374004,4815.344524,4721.576039
4272.128219,4311.161062,3936.464437,3819.595355,3867.119265,3909.233845,4169.461341,4557.453297,5047.00672,5447.401403,5735.241893,5774.658674,5800.02906,5776.41875,5813.846041,5854.453627,5857.312598,5794.50953,5492.451126,5163.607475,5020.698981,4730.916022,4457.564937,4456.450031
